f67b70a4-7d9a-11f0-a7f9-000000000000,The Band of His Majesty’s Royal Marines Plymouth,,Band2,ExhibitionArchitect,334cfbfc-ece8-41a1-ae26-f5ff33f0ac22
83c2063e-4aca-11f0-8d3f-000000000000,EPA Manufacturing Ltd,,S13-230,ExhibitionArchitect,2427
6cd139ea-4aca-11f0-8677-000000000000,FABPATCH,,N8-250,ExhibitionArchitect,2428
579c7940-4aca-11f0-84cb-000000000000,Frestems,,N8-250,ExhibitionArchitect,2429
371b7cca-4aca-11f0-ac3f-000000000000,Liftking Manufacturing Corp,,S4-170,ExhibitionArchitect,2430
21f1581a-4aca-11f0-be23-000000000000,Milectria,,N8-250,ExhibitionArchitect,2432
167e52da-4aca-11f0-870f-000000000000,Louhe Oy,,N8-250,ExhibitionArchitect,2431
01cf3fe8-4aca-11f0-93c8-000000000000,Spuhr i Dalby AB,,S5-531,ExhibitionArchitect,2434
ea7d5ed8-4ac9-11f0-9456-000000000000,RMA Special Vehicles,,S5-530,ExhibitionArchitect,2433
d68221ca-4ac9-11f0-83d7-000000000000,TODS Technology,,A-345,ExhibitionArchitect,2435
bf29f57a-4ac9-11f0-a368-000000000000,Twiflex Ltd,,A-345,ExhibitionArchitect,2436
abc94c38-4ac9-11f0-932b-000000000000,Peregrine International LTD,,S1-142,ExhibitionArchitect,2438
9952c908-4ac9-11f0-9987-000000000000,Weibel,,N9-260,ExhibitionArchitect,2437
4aaa463c-4ac9-11f0-b1e2-000000000000,Siemens,,Greenwich 03,ExhibitionArchitect,2442
37945268-4ac9-11f0-99ee-000000000000,Aselsan,,SP13,ExhibitionArchitect,2444
23fabf26-4ac9-11f0-b90c-000000000000,IPG Photonics,,B4,ExhibitionArchitect,2443
9c57bf98-451d-11f0-8474-000000000000,ARQUIMEA,,S1-315,ExhibitionArchitect,2350
88a55776-451d-11f0-b0a0-000000000000,ACTinBlack Europe,,N11-155,ExhibitionArchitect,2351
6b41dd26-451d-11f0-b20e-000000000000,AimLock Inc.,,N5-260,ExhibitionArchitect,2352
5fb73096-451d-11f0-88ed-000000000000,Arbit Cyber Defence Systems,,N9-260,ExhibitionArchitect,2353
383271c0-451d-11f0-b32d-000000000000,ArcelorMittal Commercial Sections,,N11-155,ExhibitionArchitect,2354
231c455e-451d-11f0-a198-000000000000,Atlantic Signal,,N5-260,ExhibitionArchitect,2355
0a283788-451d-11f0-93b1-000000000000,Intelic,,N11-210,ExhibitionArchitect,2356
f652c32c-451c-11f0-8de0-000000000000,Blue Force Gear,,N5-260,ExhibitionArchitect,2358
eb7c27f4-451c-11f0-ad5c-000000000000,Bagira Systems B.V,,N11-210,ExhibitionArchitect,2357
d8141f32-451c-11f0-8dbd-000000000000,Bolidt Synthetic Products & Systems,,N11-210,ExhibitionArchitect,2359
c39830a2-451c-11f0-9b48-000000000000,Bremont Watch Company,,N5-260,ExhibitionArchitect,2360
b01bcad4-451c-11f0-9d1d-000000000000,Contour Advanced Systems BV,,N11-210,ExhibitionArchitect,2361
9388e032-451c-11f0-90ba-000000000000,Damen Schelde Naval Shipbuilding,,N11-210,ExhibitionArchitect,2363
75593062-451c-11f0-8e5e-000000000000,Daniel Defense,,N5-260,ExhibitionArchitect,2364
6044aeb8-451c-11f0-9037-000000000000,EURO-COMPOSITES S.A.,,N11-155,ExhibitionArchitect,2365
41e9cb56-451c-11f0-9111-000000000000,Falck-Schmidt Corp.,,N9-260,ExhibitionArchitect,2366
2ea72048-451c-11f0-9795-000000000000,"Fourth Element Land, Sea and Air",,N5-260,ExhibitionArchitect,2368
225a4a5e-451c-11f0-8cdf-000000000000,Faraday Defense Corporation,,N5-260,ExhibitionArchitect,2367
0d964abe-451c-11f0-b394-000000000000,Goodyear,,N11-155,ExhibitionArchitect,2369
f88abfc4-451b-11f0-b2e4-000000000000,GRADEL,,N11-155,ExhibitionArchitect,2370
e3a11ae0-451b-11f0-9690-000000000000,High Eye B.V,,N11-210,ExhibitionArchitect,2371
cbfb4636-451b-11f0-a6b6-000000000000,Hornady Manufacturing,,N5-260,ExhibitionArchitect,2372
acb7c77c-451b-11f0-bd9c-000000000000,KAC (Knights Armament),,N5-260,ExhibitionArchitect,2373
9953a3b8-451b-11f0-aff1-000000000000,Koni BV,,N11-210,ExhibitionArchitect,2375
8d5df4f0-451b-11f0-bf12-000000000000,KK Group A/S,,N9-260,ExhibitionArchitect,2374
788d1006-451b-11f0-a30a-000000000000,"KVERTUS, LLC",,S2-160,ExhibitionArchitect,2376
64303e6c-451b-11f0-87b9-000000000000,LMO Sarl,,N11-155,ExhibitionArchitect,2378
5057bce4-451b-11f0-901f-000000000000,LALO,,N5-260,ExhibitionArchitect,2377
3d6e7aaa-451b-11f0-85d3-000000000000,LUXUAV,,N11-155,ExhibitionArchitect,2379
281a35f4-451b-11f0-b555-000000000000,Magpul,,N5-260,ExhibitionArchitect,2380
12fcb08e-451b-11f0-81af-000000000000,MAROM DOLPHIN LTD,,N5-260,ExhibitionArchitect,2381
fe618898-451a-11f0-9e79-000000000000,Nedinsco B.V.,,N11-210,ExhibitionArchitect,2383
e940f390-451a-11f0-8211-000000000000,National Radio Telecommunication Corporation (NRTC),,N9-160,ExhibitionArchitect,2382
d5f19fec-451a-11f0-8dd1-000000000000,Netcompany,,N9-260,ExhibitionArchitect,2384
c03d60f0-451a-11f0-856f-000000000000,EASP AIR NL/UK,,N11-210,ExhibitionArchitect,2385
ac470128-451a-11f0-8b56-000000000000,NLR - Netherlands Aerospace Centre,,N11-210,ExhibitionArchitect,2386
96a8fc4a-451a-11f0-af56-000000000000,Pakistan Ordnance Factories,,N9-160,ExhibitionArchitect,2388
826b25c8-451a-11f0-b50a-000000000000,Okapi,,N9-260,ExhibitionArchitect,2387
6f6c9b46-451a-11f0-abc5-000000000000,Princeton Tec,,N5-260,ExhibitionArchitect,2389
5a74470c-451a-11f0-8654-000000000000,Procitec,,S10-164,ExhibitionArchitect,2390
3c2d2ed0-451a-11f0-9e41-000000000000,Rafinex,,N11-155,ExhibitionArchitect,2391
1efd2e00-451a-11f0-9b0a-000000000000,RH Marine,,N11-210,ExhibitionArchitect,2393
13e13502-451a-11f0-b121-000000000000,RECONIQ Software GmbH,,S10-164,ExhibitionArchitect,2392
fd22b4d0-4519-11f0-b4cc-000000000000,Safe-Tec A/S,,N9-260,ExhibitionArchitect,2395
f111ebca-4519-11f0-865d-000000000000,Rowse Ltd,,A-345,ExhibitionArchitect,2394
c809fba0-4519-11f0-80ba-000000000000,Sentinel Photonics Ltd,,N5-260,ExhibitionArchitect,2397
bc1e65f6-4519-11f0-af19-000000000000,Amer Sports UK Limited,,N5-260,ExhibitionArchitect,2396
a784f268-4519-11f0-8376-000000000000,SES Astra SA,,N11-155,ExhibitionArchitect,2398
9497bf78-4519-11f0-9651-000000000000,AEC Skyline,,N11-210,ExhibitionArchitect,2400
89e1092c-4519-11f0-a502-000000000000,Signify Netherlands B.V,,N11-210,ExhibitionArchitect,2399
76038614-4519-11f0-b8b1-000000000000,SOAL Marine AB,,N5-260,ExhibitionArchitect,2401
54df9f68-4519-11f0-82ec-000000000000,"Surefire, LLC",,N5-260,ExhibitionArchitect,2402
37581178-4519-11f0-91df-000000000000,The ip company,,N11-210,ExhibitionArchitect,2403
21e1e36e-4519-11f0-a8f6-000000000000,"TNO Defence, Safety and Security",,N11-210,ExhibitionArchitect,2404
0cc0dc60-4519-11f0-bf92-000000000000,Uplift360 Sarl,,N11-155,ExhibitionArchitect,2405
f9bde7f2-4518-11f0-9451-000000000000,Van Halteren Technologies,,N11-210,ExhibitionArchitect,2407
ee4a577a-4518-11f0-9a33-000000000000,UXV Technologies,,N9-260,ExhibitionArchitect,2406
d8d0b272-4518-11f0-9cbe-000000000000,Veredus,,S1-142,ExhibitionArchitect,2408
c440e41c-4518-11f0-9ea4-000000000000,Wegsol,,N9-260,ExhibitionArchitect,2409
a5c956e0-4518-11f0-90ba-000000000000,Wales,,N6-122,ExhibitionArchitect,2410
7ced23e6-4518-11f0-8913-000000000000,Wiseled,,N9-260,ExhibitionArchitect,2411
675bec06-4518-11f0-885d-000000000000,PentenAmio,,C-05,ExhibitionArchitect,2414
58e87a7c-4518-11f0-abe3-000000000000,Silogic Technology,,C-05,ExhibitionArchitect,2413
4223a58c-4518-11f0-8043-000000000000,NACOS Marine,,S9-262,ExhibitionArchitect,2415
38bc313e-42e4-11f0-b2a2-000000000000,Gravity Industries,,C-05,ExhibitionArchitect,2310
258893c8-42e4-11f0-b0e6-000000000000,Militec Ltd,,C-05,ExhibitionArchitect,2312
1abc91d8-42e4-11f0-b87e-000000000000,Greenjets,,C-05,ExhibitionArchitect,2311
070509ea-42e4-11f0-8a0a-000000000000,SudoCyber,,C-05,ExhibitionArchitect,2313
e9637dd6-42e3-11f0-a864-000000000000,Vital Seating and Systems,,C-05,ExhibitionArchitect,2314
c9dd30b0-42e3-11f0-b3c2-000000000000,AME Auto Ltd,,C-05,ExhibitionArchitect,2315
b6a67cf4-42e3-11f0-882a-000000000000,Rotron Aerospace Ltd.,,C-05,ExhibitionArchitect,2317
ac27a2bc-42e3-11f0-9376-000000000000,RCV Engines,,C-05,ExhibitionArchitect,2316
95b87966-42e3-11f0-a043-000000000000,Venta Global Ltd,,C-05,ExhibitionArchitect,2318
78d7a7e0-42e3-11f0-b9c0-000000000000,NIC Instruments Ltd,,C-05,ExhibitionArchitect,2319
64e9a01c-42e3-11f0-bab5-000000000000,DIRICKX Systems,,C-05,ExhibitionArchitect,2321
5a265abc-42e3-11f0-b27f-000000000000,Benjia Limited,,C-05,ExhibitionArchitect,2320
465b9eca-42e3-11f0-bbd9-000000000000,Denchi Group,,C-05,ExhibitionArchitect,2322
32f95b92-42e3-11f0-81ea-000000000000,Leonardo Mw Ltd,,C-05,ExhibitionArchitect,2323
1f6d7de2-42e3-11f0-b80b-000000000000,Applied AGI,,C-05,ExhibitionArchitect,2324
03483616-42e3-11f0-9848-000000000000,Cineon Training,,C-05,ExhibitionArchitect,2325
f7d41584-42e2-11f0-8c93-000000000000,Graphene Composites Ltd,,C-05,ExhibitionArchitect,2326
fca17cd2-4215-11f0-bfde-000000000000,Army Benevolent Fund,,CH-3,ExhibitionArchitect,100001
6eda4a7e-415b-11f0-a387-000000000000,CADSI-AICDS,,S5-554,ExhibitionArchitect,2439
27f4543a-3f9c-11f0-8c47-000000000000,AirBoss Defense Group,,S5-532,ExhibitionArchitect,2327
12bfebc4-3f9c-11f0-b116-000000000000,Chora,,N9-260,ExhibitionArchitect,2329
08572bb6-3f9c-11f0-b53a-000000000000,AITECH SYSTEMS LTD,,N11-110,ExhibitionArchitect,2328
f5a58d0a-3f9b-11f0-bf41-000000000000,CTI,,N11-110,ExhibitionArchitect,2330
e0fd612a-3f9b-11f0-b9f9-000000000000,D-Fend Solutions,,N11-110,ExhibitionArchitect,2331
c4e0c680-3f9b-11f0-b1fd-000000000000,EDI-USA,,S5-302,ExhibitionArchitect,2332
b19e7838-3f9b-11f0-b23d-000000000000,General Oceans,,A-105,ExhibitionArchitect,2334
a562dc30-3f9b-11f0-ad1b-000000000000,Gate Technologies Ltd,,N11-110,ExhibitionArchitect,2333
91e07e60-3f9b-11f0-a6ab-000000000000,Klein Marine Systems,,A-105,ExhibitionArchitect,2335
7d3e6602-3f9b-11f0-bf1f-000000000000,Lowental Hybrid,,N11-110,ExhibitionArchitect,2337
6903209c-3f9b-11f0-83c1-000000000000,Lone Star Analysis Ltd,,S13-230,ExhibitionArchitect,2336
562b889c-3f9b-11f0-90d6-000000000000,Maersk Logistics & Services Denmark A/S,,N9-260,ExhibitionArchitect,2338
38cf49dc-3f9b-11f0-8372-000000000000,Musketeer Solutions Limited,,S13-230,ExhibitionArchitect,2339
23f48f36-3f9b-11f0-b55d-000000000000,Reach Robotics,,A-105,ExhibitionArchitect,2341
17c09d7c-3f9b-11f0-a379-000000000000,Nortrak Ltd,,S13-230,ExhibitionArchitect,2340
046c2296-3f9b-11f0-85d9-000000000000,SIMA Innovation,,N9-260,ExhibitionArchitect,2342
e74a4102-3f9a-11f0-965c-000000000000,ThirdEye Systems,,N11-110,ExhibitionArchitect,2343
dbe1d834-3f9a-11f0-b884-000000000000,Tritech International Ltd,,A-105,ExhibitionArchitect,2344
5754251e-3d32-11f0-86a3-000000000000,FT Technologies,,S3-202,ExhibitionArchitect,1155
b1ed412e-3c9f-11f0-b71c-000000000000,Pacific Northwest Defense Coalition,,S5-133,ExhibitionArchitect,2305
ad50cc1e-3ad1-11f0-afaa-000000000000,Copenhagen Sensor Technology A/S,,N9-260,ExhibitionArchitect,2291
9ad50eec-3ad1-11f0-8fd3-000000000000,Envision,,S4-261,ExhibitionArchitect,2293
8f9854ee-3ad1-11f0-a332-000000000000,Copper Alloys Ltd,,A-345,ExhibitionArchitect,2292
7d84e182-3ad1-11f0-aac5-000000000000,GE Vernova,,A-345,ExhibitionArchitect,2294
68e0289a-3ad1-11f0-88df-000000000000,Marlborough Communications Limited,,N6-120,ExhibitionArchitect,2295
55b717d8-3ad1-11f0-a0df-000000000000,Military Equipment Denmark,,N9-260,ExhibitionArchitect,2296
437bc5aa-3ad1-11f0-9033-000000000000,"VJ Technologies, Inc.",,S3-337,ExhibitionArchitect,2297
2ef0c87e-3ad1-11f0-8c2d-000000000000,W & E Platt Mounts & Ordnance,,S4-112,ExhibitionArchitect,2298
f1083ed6-361e-11f0-be53-000000000000,FIBERPRO,,S12-108,ExhibitionArchitect,2275
e6a9f40c-361e-11f0-acfd-000000000000,IAV,,S10-182,ExhibitionArchitect,2276
d1f73678-361e-11f0-90be-000000000000,SFC Energy,,S8-160,ExhibitionArchitect,2277
bde6d74c-361e-11f0-9eeb-000000000000,"INTEGRITY Security Services, LLC",,S2-171,ExhibitionArchitect,2278
a9e66820-361e-11f0-85aa-000000000000,Barood Ammunition Factory,,A-180,ExhibitionArchitect,2279
973e95f8-361e-11f0-af21-000000000000,Barzan Industrial Group,,A-180,ExhibitionArchitect,2280
8474b09c-361e-11f0-93b8-000000000000,Broadway Group,,N4-120,ExhibitionArchitect,2282
6f6798c2-361e-11f0-ab4c-000000000000,Bombardier Defense,,S5-542,ExhibitionArchitect,2281
5a9f4728-361e-11f0-a502-000000000000,Camatec,,N8-210,ExhibitionArchitect,2283
46985cba-361e-11f0-b72c-000000000000,HII,,S5-440,ExhibitionArchitect,2285
32650054-361e-11f0-8b15-000000000000,Hayward Tyler Ltd,,N4-110,ExhibitionArchitect,2284
1f9b6c6a-361e-11f0-9c11-000000000000,Kearfott Corporation,,S4-142,ExhibitionArchitect,2286
f75e280a-361d-11f0-8280-000000000000,Rheinmetall,,A-180,ExhibitionArchitect,2287
eae19a6c-361d-11f0-bf3a-000000000000,Smiths Detection & Smiths Interconnect,,N7-136,ExhibitionArchitect,2288
d0a96d92-2f14-11f0-aa93-000000000000,Amazon Kuiper Government Solutions,,S5-305,ExhibitionArchitect,2251
bc06c970-2f14-11f0-a48a-000000000000,Aquila ATMS Ltd,,N4-120,ExhibitionArchitect,2252
a579722a-2f14-11f0-8818-000000000000,ATAAD,,A-180,ExhibitionArchitect,2253
91bffd44-2f14-11f0-adee-000000000000,ELAC SONAR GmbH,,N6-120,ExhibitionArchitect,2255
6a93415e-2f14-11f0-86e1-000000000000,DZYNE,,S5-131,ExhibitionArchitect,2254
592fa8a8-2f14-11f0-aa3b-000000000000,Ensign-Bickford Aerospace & Defense (EBAD),,S5-140,ExhibitionArchitect,2256
3abbc6fe-2f14-11f0-afaf-000000000000,GSCI Advanced Photonics,,S6-152,ExhibitionArchitect,2257
1e2a8ba6-2f14-11f0-9fde-000000000000,HSM Aero Ltd,,N4-120,ExhibitionArchitect,2258
0bc9b608-2f14-11f0-b3d5-000000000000,Keysight Technologies,,S5-250,ExhibitionArchitect,2260
01f35080-2f14-11f0-8f25-000000000000,"Isotherm Technologies, Inc.",,S5-570,ExhibitionArchitect,2259
e44c363c-2f13-11f0-9f42-000000000000,ExTrac,,S14-132,ExhibitionArchitect,2268
cf750d92-2f13-11f0-b5e2-000000000000,Oemeta - The Coolant People,,N4-110,ExhibitionArchitect,2261
bac457a4-2f13-11f0-921e-000000000000,Reveal Technology,,S4-135,ExhibitionArchitect,2262
827c1134-2f13-11f0-9864-000000000000,TACO Antenna,,S5-550,ExhibitionArchitect,2263
63738b64-2f13-11f0-8fd5-000000000000,Top Aces Inc.,,S5-580,ExhibitionArchitect,2264
46c82056-2f13-11f0-9a77-000000000000,Andalucía Trade,,S11-188,ExhibitionArchitect,2266
33c2f3e6-2f13-11f0-b5d5-000000000000,OSINT Industries,,S12-114,ExhibitionArchitect,2267
20ab7d78-2f13-11f0-ae6e-000000000000,Applied Intuition UK,,SG9,ExhibitionArchitect,2270
14d1b81e-2f13-11f0-8622-000000000000,DroneShield,,S2-115,ExhibitionArchitect,2269
0136c97a-2f13-11f0-8b46-000000000000,Tiberius Aerospace Inc,,Trinity 003,ExhibitionArchitect,2271
2d6c52d4-29a6-11f0-8bc2-000000000000,"AMS Group, Inc.",,S5-434,ExhibitionArchitect,2211
239efb8a-29a6-11f0-8abc-000000000000,Allen-Vanguard,,S5-540,ExhibitionArchitect,2210
0a0090da-29a6-11f0-ae8c-000000000000,Astronics Test Systems,,S5-300,ExhibitionArchitect,2212
eee87f88-29a5-11f0-8dff-000000000000,Bertin Environics,,N5-330,ExhibitionArchitect,2214
dbb69152-29a5-11f0-addf-000000000000,Axis Electronic,,S7-235,ExhibitionArchitect,2213
b5d1fd5a-29a5-11f0-9fe3-000000000000,Bertin Technologies,,N5-330,ExhibitionArchitect,2215
97d0ba12-29a5-11f0-bb1c-000000000000,Cicor,,S7-235,ExhibitionArchitect,2217
8cde6ffa-29a5-11f0-ac2d-000000000000,Chess Dynamics Ltd,,N6-120,ExhibitionArchitect,2216
6afad1f8-29a5-11f0-8584-000000000000,"Dynomax, Inc.",,S5-333,ExhibitionArchitect,2219
590e8bce-29a5-11f0-8d1e-000000000000,Connect Tech,,S4-260,ExhibitionArchitect,2218
3e21e1b2-29a5-11f0-9f3d-000000000000,EID S.A.,,N6-120,ExhibitionArchitect,2220
2b356dd0-29a5-11f0-b8a9-000000000000,i2k Defense,,S4-270,ExhibitionArchitect,2222
206e1b04-29a5-11f0-b616-000000000000,Gentex Corporation,,S4-335,ExhibitionArchitect,2221
f3332c38-29a4-11f0-aed6-000000000000,infiniDome LTD,,N11-110,ExhibitionArchitect,2223
d966d6b0-29a4-11f0-a77b-000000000000,Manta-Air ltd,,N11-110,ExhibitionArchitect,2225
d0233882-29a4-11f0-8ede-000000000000,J-Squared Technologies Inc.,,S6-154,ExhibitionArchitect,2224
be82d1f0-29a4-11f0-9ef8-000000000000,Omnisys Ltd.,,N11-110,ExhibitionArchitect,2227
ab423fcc-29a4-11f0-aea7-000000000000,Maris Tech Ltd.,,N11-110,ExhibitionArchitect,2226
8e2fb20c-29a4-11f0-915b-000000000000,R2 Wireless LTD,,N11-110,ExhibitionArchitect,2229
77351bfa-29a4-11f0-a4f7-000000000000,PAXIS,,N11-110,ExhibitionArchitect,2228
5b70374c-29a4-11f0-9ef0-000000000000,Redler Technologies,,N11-110,ExhibitionArchitect,2231
4997da8e-29a4-11f0-bc93-000000000000,Rayzone Group LTD,,N11-110,ExhibitionArchitect,2230
2d48f6ce-29a4-11f0-9373-000000000000,Regulus Cyber,,N11-110,ExhibitionArchitect,2232
0d0e9292-29a4-11f0-9c7c-000000000000,Robotican,,N11-110,ExhibitionArchitect,2233
b04284ce-29a3-11f0-995c-000000000000,RSL Electronics Ltd,,N11-110,ExhibitionArchitect,2235
a6ce62b4-29a3-11f0-8670-000000000000,Roshel Armored Vehicles,,S6-161,ExhibitionArchitect,2234
8bc089f2-29a3-11f0-9a1d-000000000000,SKYTRAC Systems,,S5-560,ExhibitionArchitect,2237
78fd88ec-29a3-11f0-a218-000000000000,Skycope Technologies Inc.,,S5-566,ExhibitionArchitect,2236
55533a2c-29a3-11f0-bfe9-000000000000,SolarPaint by Apollo Power,,N11-110,ExhibitionArchitect,2238
423e1dda-29a3-11f0-a856-000000000000,STELIAU TECHNOLOGY,,S7-141,ExhibitionArchitect,2240
2cfeaf48-29a3-11f0-9a65-000000000000,Sol Security Labs,,N11-110,ExhibitionArchitect,2239
1c232be0-29a3-11f0-9beb-000000000000,"XTEND Reality, Inc.",,S5-176,ExhibitionArchitect,2242
08ada626-29a3-11f0-98b6-000000000000,Ultralife Corporation,,S5-150,ExhibitionArchitect,2241
ee373f3c-29a2-11f0-80f1-000000000000,Vipo,,N8-276,ExhibitionArchitect,2243
dc228b76-29a2-11f0-9fd8-000000000000,Wind River,,S8-164,ExhibitionArchitect,2245
d23c0010-29a2-11f0-b32f-000000000000,LTK,,S8-175,ExhibitionArchitect,2244
bbbe9e42-29a2-11f0-b68f-000000000000,Innomet Advanced Materials,,N9-180,ExhibitionArchitect,2246
afebb14a-29a2-11f0-b761-000000000000,Accenture (UK) Limited,,Greenwich 002,ExhibitionArchitect,2248
ff21dba6-2441-11f0-b6de-000000000000,Axnes,,N8-260,ExhibitionArchitect,2180
e346ed68-2441-11f0-ae8e-000000000000,CHSnor,,N8-260,ExhibitionArchitect,2181
d0cbff20-2441-11f0-a634-000000000000,Filtronic,,N4-110,ExhibitionArchitect,2183
c6dd2b56-2441-11f0-aecd-000000000000,dspnor as,,N8-260,ExhibitionArchitect,2182
b558c2e6-2441-11f0-b02c-000000000000,FLIR,,A-508,ExhibitionArchitect,2185
a3705f6c-2441-11f0-889a-000000000000,Fjord Defence AS,,N8-260,ExhibitionArchitect,2184
8866dbc4-2441-11f0-a76f-000000000000,Frazer-Nash Consultancy,,N5-240,ExhibitionArchitect,2186
74bdaf1c-2441-11f0-9229-000000000000,Hatteland Technology,,N8-260,ExhibitionArchitect,2188
6ad4620c-2441-11f0-931d-000000000000,Fynd Reality,,N8-260,ExhibitionArchitect,2187
57b252ba-2441-11f0-97f3-000000000000,LACROIX,,N5-135,ExhibitionArchitect,2190
481495d4-2441-11f0-bf3b-000000000000,Kitron ASA,,N8-260,ExhibitionArchitect,2189
36cc3926-2441-11f0-b18d-000000000000,Pennant International Group,,N4-110,ExhibitionArchitect,2192
24038024-2441-11f0-a347-000000000000,MASS,,N6-120,ExhibitionArchitect,2191
1631cc9e-2441-11f0-b825-000000000000,Radionor Communications AS,,N8-260,ExhibitionArchitect,2194
067e1488-2441-11f0-8ec8-000000000000,PTS Expeditionary Communications,,S5-270,ExhibitionArchitect,2193
ebd38910-2440-11f0-afec-000000000000,SEA (Systems Engineering and Assessment),,N6-120,ExhibitionArchitect,2195
cffabf6a-2440-11f0-921b-000000000000,Thales Norway AS,,N8-260,ExhibitionArchitect,2197
c739e5f4-2440-11f0-bb4e-000000000000,Teleplan Globe AS,,N8-260,ExhibitionArchitect,2196
b5e908ac-2440-11f0-be0b-000000000000,Våpensmia AS,,N8-260,ExhibitionArchitect,2199
ab3c222c-2440-11f0-9105-000000000000,Umoe Mandal,,N8-260,ExhibitionArchitect,2198
90eb4380-2440-11f0-807f-000000000000,Vipo AS,,N8-260,ExhibitionArchitect,2200
81a0aa46-2440-11f0-bfc4-000000000000,STG,,N8-180,ExhibitionArchitect,2202
795bbb96-2440-11f0-ab61-000000000000,"Zaden Technologies, Inc.",,S5-270,ExhibitionArchitect,2201
6551a138-2440-11f0-8da9-000000000000,Barko Elektronik,Barko Elektronik,N8-181,ExhibitionArchitect,2203
4f5607d4-2440-11f0-abe6-000000000000,Harting,,S8-147,ExhibitionArchitect,2205
3fcc9a26-2440-11f0-9b2f-000000000000,Spherea,,S8-272,ExhibitionArchitect,2204
aa71aaf2-1f62-11f0-b78c-000000000000,Accurate Nordic AB,,N8-210,ExhibitionArchitect,2098
9b648dea-1f62-11f0-a6a0-000000000000,Berg Propulsion,,N8-210,ExhibitionArchitect,2100
8871de7c-1f62-11f0-9d42-000000000000,Air Target,,N8-210,ExhibitionArchitect,2099
783b2842-1f62-11f0-9248-000000000000,Zelim,,S10-134,ExhibitionArchitect,2101
5f430d0a-1f62-11f0-bdb4-000000000000,Impact Innovations,,S9-272,ExhibitionArchitect,2102
4c0f6e7c-1f62-11f0-9f6a-000000000000,Accrofab,,N4-120,ExhibitionArchitect,2104
3ff34e2e-1f62-11f0-b528-000000000000,EM Solutions Pty Ltd,,N6-120,ExhibitionArchitect,2103
251de0f0-1f62-11f0-b6e2-000000000000,ABP Technologies Ltd,,N4-110,ExhibitionArchitect,2105
0fd5b1d2-1f62-11f0-89f3-000000000000,Advanced Manufacturing (Sheffield) Ltd,,N4-120,ExhibitionArchitect,2107
051d8aa8-1f62-11f0-ade5-000000000000,AEI Cables Limited,,N4-110,ExhibitionArchitect,2106
eaf215b8-1f61-11f0-98d9-000000000000,Analox,,N4-120,ExhibitionArchitect,2108
c02f9c38-1f61-11f0-b39f-000000000000,Base Materials Ltd,,N4-110,ExhibitionArchitect,2110
b5848348-1f61-11f0-85ee-000000000000,EMI Seals & Gaskets Ltd,,N4-110,ExhibitionArchitect,2109
a42d0c82-1f61-11f0-90d6-000000000000,Chelton,,N4-110,ExhibitionArchitect,2112
90005e3a-1f61-11f0-bc08-000000000000,Brownell Limited,,N4-120,ExhibitionArchitect,2111
747ccc0c-1f61-11f0-914e-000000000000,Darchem Engineering LTD,,N4-110,ExhibitionArchitect,2113
62274672-1f61-11f0-bab6-000000000000,GSPK Circuits Ltd,,N4-110,ExhibitionArchitect,2115
5769caa2-1f61-11f0-ada8-000000000000,Dyer Engineering Ltd,,N4-120,ExhibitionArchitect,2114
3a8a4b46-1f61-11f0-aca0-000000000000,Embassy Freight Services (UK) Limited,,N4-120,ExhibitionArchitect,2116
273cfe26-1f61-11f0-945d-000000000000,Jarvis Manufacturing Ltd,,N4-120,ExhibitionArchitect,2118
1bad3dbe-1f61-11f0-a89d-000000000000,G W Martin & Co Ltd,,N4-120,ExhibitionArchitect,2117
0a5baab4-1f61-11f0-950f-000000000000,Inspired Energy Solutions,,N4-120,ExhibitionArchitect,2120
f9f8e2e0-1f60-11f0-97fe-000000000000,Heller Machine Tools Ltd,,N4-110,ExhibitionArchitect,2119
debe8bec-1f60-11f0-85ef-000000000000,MARTON MILLS CO LTD,,N4-120,ExhibitionArchitect,2121
cb13215c-1f60-11f0-aef8-000000000000,Maycast-Nokes,,N4-120,ExhibitionArchitect,2123
b7c5bfa6-1f60-11f0-86ab-000000000000,Jaltek,,N4-120,ExhibitionArchitect,2122
a5273546-1f60-11f0-97d4-000000000000,Metalweb Limited,,N4-120,ExhibitionArchitect,2124
925c2156-1f60-11f0-9067-000000000000,Micrometric Ltd,,N4-120,ExhibitionArchitect,2125
74919304-1f60-11f0-ba07-000000000000,NTG Precision Engineering,,N4-120,ExhibitionArchitect,2126
5e3cf134-1f60-11f0-b0e9-000000000000,ODU UK Ltd,,N4-110,ExhibitionArchitect,2128
54318b6e-1f60-11f0-b439-000000000000,HITEK Electronic Materials Ltd.,,N4-120,ExhibitionArchitect,2127
42601950-1f60-11f0-8a49-000000000000,OTAQ Connectors Limited,,N4-110,ExhibitionArchitect,2130
242b8000-1f60-11f0-8720-000000000000,Olsen Actuators & Drives,,N4-110,ExhibitionArchitect,2129
0ec3dc12-1f60-11f0-92ee-000000000000,Securiclad Ltd,,N4-110,ExhibitionArchitect,2131
fbeff616-1f5f-11f0-872c-000000000000,Spincraft ETG Ltd,,N4-110,ExhibitionArchitect,2133
e8f6a424-1f5f-11f0-a452-000000000000,Reliance Precision Limited,,N4-110,ExhibitionArchitect,2132
cbd55c0a-1f5f-11f0-bb0b-000000000000,OPEN MIND Technologies UK Ltd,,N4-120,ExhibitionArchitect,2134
